Z,el,A,N,delr2,Deldelr2,R,DelR,DelRrel,R2N,DelR2N,R2Z,DelR2Z
80,,183,103,-0.07,0.004,5.4405,0.0031,0.0004,0.004100000000000215,0.004455333881989093,0.040899999999999714,0.005140038910358559
80,,184,104,-0.55,0.002,5.3949,0.0047,0.0002,0.01159999999999961,0.007009279563550023,-0.0019999999999997797,0.006236986451805071
80,,185,105,-0.077,0.001,5.4397,0.0031,0.0001,-0.0007999999999999119,0.0043840620433565946,0.03589999999999982,0.004750789408087881
80,,186,106,-0.47700000000000004,0.001,5.4017,0.0043,0.0001,0.006800000000000139,0.006370243323453194,0.00019999999999953388,0.005608029957123981
80,,187,107,-0.447,0.002,5.4046,0.0042,0.0002,-0.03509999999999991,0.0052201532544552745,-0.01019999999999932,0.005047771785649585
80,,188,108,-0.40399999999999997,0.001,5.4085,0.004,0.0001,0.006800000000000139,0.00587281874401041,0.0048000000000003595,0.005381449618829484
80,,189,109,-0.387,0.002,5.41,0.004,0.0002,0.005399999999999849,0.0058,0.0037000000000002586,0.0054488530903301115
80,,190,110,-0.326,0.001,5.4158,0.0037,0.0001,0.007299999999999862,0.0054488530903301115,0.01049999999999951,0.005024937810560445
80,,191,111,-0.313,0.004,5.4171,0.0037,0.0004,0.00709999999999944,0.0054488530903301115,0.011099999999999,0.0050931326312987375
80,,192,112,-0.24600000000000002,0.001,5.4232,0.0035,0.0001,0.007399999999999629,0.0050931326312987375,0.012399999999999523,0.004609772228646444
80,,193,113,-0.242,0.009000000000000001,5.4238,0.0035,0.0008,0.006700000000000372,0.0050931326312987375,0.013600000000000279,0.004675467891024384
80,,194,114,-0.16399999999999998,0.001,5.4309,0.0033,0.0001,0.007700000000000706,0.004810405388322277,0.014000000000000234,0.00432781700167648
80,,195,115,-0.126,0.005,5.4345,0.0032,0.0005,0.010699999999999932,0.004742362280551751,0.015399999999999636,0.004186884283091664
80,,196,116,-0.0825,0.0001,5.4385,0.0031,0.0001,0.007600000000000051,0.004527692569068708,0.014899999999999913,0.003982461550347975
80,,197,117,-0.054000000000000006,0.003,5.4412,0.0031,0.0003,0.006700000000000372,0.004455333881989093,0.014199999999999768,0.004045985664828782
80,,198,118,0.0,0.0,5.4463,0.0031,0.0,0.007799999999999585,0.0043840620433565946,0.015600000000000058,0.004110960958218893
80,,199,119,0.013000000000000001,0.0001,5.4474,0.0031,0.0002,0.006199999999999761,0.0043840620433565946,,
80,,200,120,0.0942,0.0001,5.4551,0.0031,0.0003,0.008799999999999919,0.0043840620433565946,0.016799999999999926,0.004455333881989093
80,,201,121,0.1258,0.0001,5.4581,0.0032,0.0003,0.010699999999999932,0.004455333881989093,,
80,,202,122,0.1981,0.0001,5.4648,0.0033,0.0003,0.009700000000000486,0.004527692569068708,,
80,,203,123,0.231,0.004,5.4679,0.0035,0.0003,0.009800000000000253,0.004742362280551751,,
80,,204,124,0.3001,0.0001,5.4744,0.0036,0.0003,0.009599999999999831,0.004883646178829912,,
80,,205,125,0.33299999999999996,0.002,5.4776,0.0038,0.0003,0.009699999999999598,0.005166236541235796,,
80,,206,126,0.397,0.002,5.4837,0.004,0.0003,0.009299999999999642,0.005381449618829484,,
81,Tl,188,107,-0.7708,0.0005,5.4017,0.0072,0.0013,,,-0.03369999999999962,0.00818840643837371
81,,190,109,-0.6693,0.0003,5.4121,0.0056,0.0013,0.010399999999999743,0.009121403400793104,0.007200000000000095,0.007849203781276163
81,,191,110,-0.6201,0.0007,5.4169,0.0048,0.0003,,,0.00849999999999973,0.007076722405181653
81,,192,111,-0.5967,0.0003,5.4191,0.0051,0.0012,0.007000000000000561,0.007574298647399639,0.00820000000000043,0.007072481884034769
81,,193,112,-0.542,0.011000000000000001,5.4243,0.0042,0.0008,0.007399999999999629,0.006378087487640789,0.009599999999999831,0.0062289646009589745
81,,194,113,-0.5261,0.0005,5.4259,0.0046,0.001,0.006800000000000139,0.00686804193347711,0.008000000000000007,0.006365532185135819
81,,195,114,-0.457,0.006999999999999999,5.4325,0.0039,0.0006,0.00820000000000043,0.00573149195236284,0.010399999999999743,0.00573149195236284
81,,196,115,-0.4546,0.0005,5.4327,0.0042,0.0009,0.006799999999999251,0.0062289646009589745,0.007499999999999396,0.0058
81,,197,116,-0.391,0.001,5.4388,0.0036,0.0002,0.006299999999999528,0.0053075418038862395,0.008999999999999453,0.005381449618829484
81,,198,117,-0.38299999999999995,0.006999999999999999,5.4396,0.0036,0.0006,0.006900000000000794,0.005531726674375732,0.006400000000000183,0.0053075418038862395
81,,199,118,-0.29600000000000004,0.006999999999999999,5.4479,0.0031,0.0006,0.009100000000000108,0.004750789408087881,0.010799999999999699,0.004904079934095692
81,,200,119,-0.28300000000000003,0.006999999999999999,5.4491,0.0031,0.0006,0.009499999999999176,0.004750789408087881,0.00909999999999922,0.004904079934095692
81,,201,120,-0.19699999999999998,0.001,5.4573,0.0029,0.0004,0.009400000000000297,0.004244997055358225,0.0118999999999998,0.004860041152089147
81,,202,121,-0.174,0.006999999999999999,5.4595,0.0027,0.0006,0.010400000000000631,0.004110960958218893,,
81,,203,122,-0.0978,0.0001,5.4666,0.0027,0.0002,0.009299999999999642,0.003962322551231789,,
81,,204,123,-0.06,0.006999999999999999,5.4704,0.0028,0.0006,0.010899999999999466,0.003889730067755345,,
81,,205,124,0.0,0.0,5.4759,0.0026,0.0,0.00930000000000053,0.003748332962798262,,
81,,207,126,0.0993,0.0002,5.4853,0.0027,0.0002,0.009399999999999409,0.003748332962798262,,
81,,208,127,0.185,0.013000000000000001,5.4946,0.0028,0.0012,,,,
82,Pb,182,100,-1.311,0.013000000000000001,5.3788,0.0035,0.0012,,,,
82,,183,101,-1.225,0.008,5.3869,0.003,0.0007,,,-0.0495000000000001,0.004386342439892262
82,,184,102,-1.16,0.005,5.393,0.0029,0.0005,0.014199999999999768,0.004545327270945405,0.009699999999999598,0.005953990258641678
82,,185,103,-1.103,0.008,5.3984,0.0028,0.0007,0.011499999999999844,0.004103656905736638,-0.04210000000000047,0.004177319714841084
82,,186,104,-1.057,0.005,5.4027,0.0027,0.0005,0.009700000000000486,0.003962322551231789,0.007800000000000473,0.005420332093147061
82,,187,105,-1.002,0.006,5.4079,0.0026,0.0006,0.009500000000000064,0.00382099463490856,-0.031800000000000495,0.004045985664828782
82,,188,106,-0.938,0.006,5.4139,0.0025,0.0006,0.011199999999999655,0.0036796738985948197,0.012199999999999989,0.004973932046178355
82,,189,107,-0.898,0.008,5.4177,0.0024,0.0007,0.009800000000000253,0.0035383612025908263,0.013099999999999667,0.004837354648979129
82,,190,108,-0.851,0.002,5.4222,0.0023,0.0005,0.008300000000000196,0.003397057550292606,0.013700000000000045,0.004614108798023731
82,,191,109,-0.845,0.004,5.4229,0.0026,0.0011,0.0052000000000003155,0.0035383612025908263,0.012900000000000134,0.004770744176750625
82,,192,110,-0.7659999999999999,0.005,5.43,0.0025,0.0011,0.007799999999999585,0.003397057550292606,0.014199999999999768,0.004465422712353222
82,,193,111,-0.7559999999999999,0.003,5.431,0.0023,0.0007,0.008099999999999774,0.003471310991541956,0.013900000000000468,0.0043566041821583934
82,,194,112,-0.6890000000000001,0.004,5.4372,0.0023,0.0009,0.007200000000000095,0.003397057550292606,0.014000000000000234,0.004188078318274385
82,,195,113,-0.6709999999999999,0.004,5.4389,0.0045,0.0011,0.00790000000000024,0.005053711507397311,0.015100000000000335,0.005700877125495689
82,,196,114,-0.611,0.005,5.4444,0.0024,0.0014,0.007200000000000095,0.0033241540277189324,0.013499999999999623,0.004080441152620633
82,,197,115,-0.609,0.003,5.4446,0.0024,0.0014,0.005700000000000038,0.0050999999999999995,0.010100000000000442,0.004
82,,198,116,-0.5258,0.0002,5.4524,0.0022,0.0012,0.008000000000000007,0.003255764119219941,0.01389999999999958,0.0038013155617496425
82,,199,117,-0.5206,0.0005,5.4529,0.0022,0.0012,0.008299999999999308,0.003255764119219941,0.011699999999999378,0.0038013155617496425
82,,200,118,-0.4322,0.0002,5.4611,0.002,0.001,0.008700000000000152,0.0029732137494637013,0.014800000000000146,0.0036891733491393433
82,,201,119,-0.4127,0.0003,5.4629,0.0019,0.0009,0.010000000000000675,0.0029068883707497268,0.015500000000000291,0.0036359317925395685
82,,202,120,-0.3307,0.0002,5.4705,0.0017,0.0007,0.009400000000000297,0.0026248809496813375,0.015400000000000524,0.0035355339059327377
82,,203,121,-0.3071,0.0003,5.4727,0.0017,0.0007,0.009799999999999365,0.0025495097567963926,0.014599999999999724,0.0036235341863986876
82,,204,122,-0.2249,0.0001,5.4803,0.0014,0.0005,0.009799999999999365,0.002202271554554524,0.015499999999999403,0.003584689665786984
82,,205,123,-0.1983,0.0002,5.4828,0.0015,0.0005,0.010100000000000442,0.0022671568097509267,0.014899999999999913,0.0038078865529319545
82,,206,124,-0.1189,0.0001,5.4902,0.0014,0.0003,0.00990000000000002,0.001979898987322333,0.015799999999999592,0.003862641583165593
82,,207,125,-0.0743,0.0001,5.4943,0.0014,0.0002,0.011499999999999844,0.002051828452868319,0.01670000000000016,0.004049691346263317
82,,208,126,0.0,0.0,5.5012,0.0013,0.0,0.01100000000000012,0.00191049731745428,0.01750000000000007,0.0042059481689626175
82,,209,127,0.0945,0.0005,5.51,0.0014,0.0003,0.015699999999999825,0.001979898987322333,,
82,,210,128,0.2125,0.0002,5.5208,0.0016,0.0007,0.019600000000000506,0.00206155281280883,,
82,,211,129,0.302,0.0003,5.529,0.0017,0.0007,0.019000000000000128,0.002202271554554524,,
82,,212,130,0.4178,0.0016,5.5396,0.0019,0.0003,0.018799999999999706,0.0024839484696748443,,
82,,214,132,0.615,0.0011,5.5577,0.0023,0.0002,0.01809999999999956,0.0029832867780352594,,
83,Bi,202,119,-0.408,0.002,5.484,0.0069,0.0002,,,0.034900000000000375,0.007564390259630977
83,,203,120,-0.33,0.002,5.4911,0.0058,0.0002,,,0.033800000000000274,0.0064845971347493895
83,,204,121,-0.305,0.003,5.4934,0.0055,0.0003,0.009400000000000297,0.008823831367382311,0.03390000000000004,0.006126989472816156
83,,205,122,-0.22399999999999998,0.001,5.5008,0.0044,0.0001,0.009699999999999598,0.007280109889280518,0.03420000000000023,0.005162363799656123
83,,206,123,-0.196,0.001,5.5034,0.004,0.0001,0.009999999999999787,0.006800735254367722,0.03300000000000036,0.004882622246293481
83,,207,124,-0.11900000000000001,0.002,5.5103,0.0032,0.0002,0.009500000000000064,0.005440588203494178,0.034399999999999764,0.00412310562561766
83,,208,125,-0.071,0.002,5.5147,0.0028,0.0002,0.01130000000000031,0.004882622246293481,,
83,,209,126,0.0,0.0,5.5211,0.0026,0.0,0.010799999999999699,0.00412310562561766,0.035800000000000054,0.003748332962798262
83,,210,127,0.099,0.003,5.53,0.003,0.0003,0.01529999999999987,0.004103656905736638,0.0354000000000001,0.004103656905736638
83,,212,129,0.307,0.004,5.5489,0.0054,0.0004,0.018899999999999473,0.0061773780845922,,
83,,213,130,0.41600000000000004,0.001,5.5586,0.0069,0.0001,,,,
84,Po,192,108,-0.40299999999999997,0.019,5.522,0.0178,0.0017,,,0.09980000000000011,0.017947980387776227
84,,194,110,-0.462,0.016,5.5167,0.0178,0.0014,-0.005300000000000082,0.02517300141024109,0.08670000000000044,0.017974704448196082
84,,196,112,-0.496,0.013000000000000001,5.5136,0.0178,0.0012,-0.0030999999999998806,0.02517300141024109,0.07640000000000047,0.017947980387776227
84,,198,114,-0.485,0.017,5.5146,0.0178,0.0015,0.0009999999999994458,0.02517300141024109,0.07019999999999982,0.017961069010501575
84,,200,116,-0.426,0.013999999999999999,5.5199,0.0178,0.0013,0.005300000000000082,0.02517300141024109,0.0674999999999999,0.017935439777156288
84,,202,118,-0.336,0.015,5.5281,0.0177,0.0014,0.00820000000000043,0.025102390324429267,0.06700000000000017,0.017812635964393368
84,,204,120,-0.22899999999999998,0.013999999999999999,5.5378,0.0177,0.0013,0.009699999999999598,0.025031580054003785,0.06729999999999947,0.017781451009408655
84,,205,121,-0.21600000000000003,0.013999999999999999,5.5389,0.0177,0.0013,,,0.06620000000000026,0.017781451009408655
84,,206,122,-0.11599999999999999,0.013999999999999999,5.547999999999999,0.0177,0.0013,0.01019999999999932,0.025031580054003785,0.06769999999999943,0.017755280904564706
84,,207,123,-0.092,0.013999999999999999,5.5501,0.0177,0.0013,0.011199999999999655,0.025031580054003785,0.06729999999999947,0.017763445611704953
84,,208,124,0.0,0.0,5.5584,0.0176,0.0,0.010400000000000631,0.02496096953245206,0.06820000000000004,0.017655594014362702
84,,209,125,0.049,0.012,5.5628,0.0176,0.0011,0.0127000000000006,0.02496096953245206,0.06850000000000023,0.017655594014362702
84,,210,126,0.134,0.01,5.5704,0.0176,0.0009,0.012000000000000455,0.024890158697766472,0.06920000000000037,0.01764794605612789
84,,216,132,0.867,0.013999999999999999,5.6359,0.0174,0.0012,,,0.07820000000000071,0.017551353224181887
84,,218,134,1.092,0.015,5.6558,0.0173,0.0013,0.019899999999999807,0.024536707195546837,,
86,Rn,202,116,-0.4382,0.0004,5.5521,0.0181,0.0001,,,0.03220000000000045,0.025386019774671253
86,,204,118,-0.386,0.0003,5.5568,0.018000000000000002,0.0001,0.004699999999999704,0.025526652737873804,0.028699999999999726,0.025244603383693713
86,,205,119,-0.3849,0.0003,5.5569,0.018000000000000002,0.0001,,,,
86,,206,120,-0.3058,0.0003,5.564,0.0178,0.0001,0.007200000000000095,0.025314817795117548,0.026200000000000223,0.025102390324429267
86,,207,121,-0.2926,0.0002,5.5652,0.0178,0.0001,0.008300000000000196,0.025314817795117548,0.02629999999999999,0.025102390324429267
86,,208,122,-0.2125,0.0002,5.5725,0.0177,4e-05,0.00849999999999973,0.025102390324429267,0.024500000000000632,0.025031580054003785
86,,209,123,-0.1917,0.0001,5.5743,0.0177,2.9999999999999997e-05,0.009100000000000108,0.025102390324429267,0.024200000000000443,0.025031580054003785
86,,210,124,-0.1143,0.0001,5.5813,0.0177,2e-05,0.008799999999999919,0.025031580054003785,0.02289999999999992,0.02496096953245206
86,,211,125,-0.0735,0.0001,5.585,0.0176,1e-05,0.010699999999999932,0.02496096953245206,0.022199999999999775,0.024890158697766472
86,,212,126,0.0,0.0,5.5915,0.0176,0.0,0.010200000000000209,0.02496096953245206,0.021099999999999675,0.024890158697766472
86,,218,132,0.7,0.0003,5.654,0.0187,0.0001,,,0.01809999999999956,0.025543100829773974
86,,219,133,0.8212,0.0003,5.6648,0.0191,0.0001,,,,
86,,220,134,0.9151,0.0003,5.6731,0.0194,0.0002,0.019099999999999895,0.026945314991664134,0.01729999999999965,0.02599326835932719
86,,221,135,1.032,0.0004,5.6834,0.0199,0.0002,0.018600000000000172,0.0275829657578731,,
86,,222,136,1.1236,0.0004,5.6915,0.0203,0.0002,0.01839999999999975,0.028079351844371336,,
87,Fr,207,120,-0.21794000000000002,0.00016,5.572,0.0176,4e-05,,,,
87,,208,121,-0.20804,0.00011999999999999999,5.5729,0.0176,2.9999999999999997e-05,,,,
87,,209,122,-0.13043,8e-05,5.5799,0.0176,2e-05,0.00790000000000024,0.024890158697766472,,
87,,210,123,-0.10830999999999999,4e-05,5.5818,0.0176,2e-05,0.008900000000000574,0.024890158697766472,,
87,,211,124,-0.03757,4e-05,5.5882,0.0176,1e-05,0.008299999999999308,0.024890158697766472,,
87,,212,125,0.0,0.0,5.5915,0.0176,0.0,0.009699999999999598,0.024890158697766472,,
87,,213,126,0.06829,8e-05,5.5977,0.0176,1e-05,0.009500000000000064,0.024890158697766472,,
87,,220,133,0.86725,0.00045,5.6688,0.0177,0.0001,,,,
87,,221,134,0.98269,0.00033,5.678999999999999,0.0177,0.0002,,,,
87,,222,135,1.09543,0.00011999999999999999,5.689,0.0177,0.0002,0.020199999999999996,0.025031580054003785,,
87,,223,136,1.16507,8e-05,5.6951,0.0178,0.0002,0.01610000000000067,0.025102390324429267,,
87,,224,137,1.2893700000000001,4e-05,5.7061,0.0178,0.0002,0.017100000000000115,0.025102390324429267,,
87,,225,138,1.3486200000000002,0.00022,5.7112,0.0178,0.0002,0.01609999999999978,0.02517300141024109,,
87,,226,139,1.4369999999999998,4e-05,5.718999999999999,0.0178,0.0002,0.012899999999999245,0.02517300141024109,,
87,,227,140,1.60249,8e-05,5.7335,0.0179,0.0002,0.02230000000000043,0.025243811122728676,,
87,,228,141,1.6752200000000002,0.0002,5.7399,0.0179,0.0003,0.02090000000000014,0.025243811122728676,,
88,Ra,208,120,-0.256,0.0002,5.585,0.0183,0.0024,,,0.020999999999999908,0.025529003114105338
88,,209,121,-0.253,0.0002,5.5853,0.0182,0.0022,,,0.02010000000000023,0.025457415422622934
88,,210,122,-0.182,0.0002,5.5917,0.018000000000000002,0.0017,0.006700000000000372,0.025668852720758677,0.01920000000000055,0.025244603383693713
88,,211,123,-0.168,0.0001,5.5929,0.0179,0.0015,0.007600000000000051,0.02552743622066266,0.018600000000000172,0.025173398658107332
88,,212,124,-0.099,0.0001,5.5991,0.0177,0.0009,0.007399999999999629,0.025244603383693713,0.01780000000000026,0.025031580054003785
88,,213,125,-0.066,0.0001,5.602,0.0177,0.0006,0.009100000000000108,0.025173398658107332,0.017000000000000348,0.02496096953245206
88,,214,126,0.0,0.0,5.6079,0.0177,0.0,0.008799999999999919,0.025031580054003785,0.01639999999999997,0.02496096953245206
88,,220,132,0.679,0.0002,5.6683,0.0215,0.0062,,,0.014300000000000423,0.02849456088449162
88,,221,133,0.805,0.0002,5.6795,0.0228,0.0073,,,0.01470000000000038,0.029743066418915182
88,,222,134,0.895,0.0002,5.6874,0.0239,0.0081,0.019099999999999895,0.032147472684489524,0.014300000000000423,0.03078262496929071
88,,223,135,1.0070000000000001,0.0003,5.6973,0.0253,0.0091,0.01780000000000026,0.03405774508096506,0.013900000000000468,0.032188507265792865
88,,224,136,1.09,0.0003,5.7046,0.0263,0.0098,0.017199999999999882,0.03553730434346421,0.013100000000000556,0.033223184675765204
88,,225,137,1.208,0.0003,5.715,0.0279,0.0108,0.017699999999999605,0.03766297917053297,,
88,,226,138,1.2770000000000001,0.0003,5.7211,0.0288,0.0115,0.016499999999999737,0.03900166663105565,,
88,,227,139,1.365,0.0004,5.7283,0.03,0.0123,0.01330000000000009,0.04096840245848012,,
88,,228,140,1.459,0.0004,5.737,0.0315,0.0131,0.015900000000000247,0.04268126052496576,,
88,,229,141,1.556,0.0005,5.7455,0.0329,0.013999999999999999,0.017199999999999882,0.04452426304836499,,
88,,230,142,1.6669999999999998,0.0005,5.7551,0.0346,0.015,0.01809999999999956,0.0467911316383778,,
88,,232,144,1.854,0.0005,5.7714,0.0375,0.0166,0.016300000000000203,0.051023621980412166,,
90,Th,227,137,-0.508,0.003,5.7404,0.0165,0.0062,,,0.02540000000000031,0.032413885913293396
90,,228,138,-0.413,0.001,5.7488,0.0152,0.0049,,,0.02770000000000028,0.03256501189927619
90,,229,139,-0.33399999999999996,0.001,5.7557,0.0143,0.004,0.01529999999999987,0.02183437656540713,0.02740000000000009,0.033233868267175885
90,,230,140,-0.205,0.0004,5.767,0.0131,0.0025,0.018200000000000216,0.020066140635408694,0.03000000000000025,0.03411539242043099
90,,232,142,0.0,0.0,5.7848,0.0124,0.0,0.017799999999999372,0.01803801541190161,0.02970000000000006,0.03675486362374373
92,U,233,141,-0.435,0.001,5.8203,0.0049,0.0043,,,,
92,,234,142,-0.33399999999999996,0.001,5.8291,0.0052,0.0033,,,0.04430000000000067,0.013446189051177289
92,,235,143,-0.2803,0.0002,5.8337,0.0041,0.0027,0.013400000000000745,0.0063890531379853155,,
92,,236,144,-0.1676,0.0002,5.8431,0.0038,0.0016,0.013999999999999346,0.006440496875241847,,
92,,238,146,0.0,0.0,5.8571,0.0033,0.0,0.014000000000000234,0.005032891812864647,,
94,Pu,238,144,-0.08199999999999999,0.004,5.8535,0.0378,0.0012,,,0.010400000000000631,0.0379905251345648
94,,239,145,0.0,0.0,5.8601,0.0378,0.0,,,,
94,,240,146,0.122,0.003,5.8701,0.0379,0.0016,0.016599999999999504,0.05352803004034429,0.0129999999999999,0.03804339627320358
94,,241,147,0.179,0.004,5.8748,0.0379,0.0019,0.014699999999999491,0.05352803004034429,,
94,,242,148,0.273,0.004,5.8823,0.038,0.0024,0.012199999999999989,0.05366945127351313,,
94,,244,150,0.426,0.008,5.8948,0.0382,0.0032,0.012500000000000178,0.053881722318426306,,
95,Am,241,146,-0.142,0.008,5.8928,0.0042,0.0012,,,,
95,,243,148,0.0,0.0,5.9048,0.0035,0.0,0.011999999999999567,0.005467174773134658,,
96,Cm,242,146,-0.168,0.055999999999999994,5.8285,0.0192,0.0049,,,-0.04159999999999986,0.04248588000736245
96,,244,148,0.0,0.0,5.8429,0.0181,0.0,0.01440000000000019,0.026386549603917522,-0.03939999999999966,0.042090497739988776
96,,245,149,0.054000000000000006,0.011000000000000001,5.8475,0.0182,0.001,,,,
96,,246,150,0.156,0.022000000000000002,5.8562,0.0184,0.002,0.01330000000000009,0.02581026927406996,-0.038599999999999746,0.042400471695489425
96,,248,152,0.303,0.054000000000000006,5.8687,0.0193,0.004,0.01249999999999929,0.026665520808714763,,
